Namespace(aux_classes=4, batch_size=16, burnin=10, conv_bias=True, delta_t=1, epochs=400, fc_bias=True, init_gain_backbone=0.5, init_gain_fc=1, k1=7, k2=7, log_int=10, lr=1e-07, lr_div=100, n_train=15, none_act=0.05, oc1=8, oc2=24, reset=1, save_int=5, target_act=0.95, tau_mem_high=20, tau_mem_low=20, tau_ref_high=2.857142857142857, tau_ref_low=2.857142857142857, tau_syn_high=7.5, tau_syn_low=7.5, thr=0.5, train_samples=200)
7643ef2d-f0a8-4e6a-9838-8ecbe98f1a22
Start Training Backbone
Epoch 1 | Batch 0/188 | Loss 38453.382812 | Rotate Loss 31144.671875 | Time 4.949921
Epoch 1 | Batch 10/188 | Loss 38640.685724 | Rotate Loss 33501.279119 | Time 5.123923
Epoch 1 | Batch 20/188 | Loss 38384.364955 | Rotate Loss 33398.649182 | Time 5.400194
Epoch 1 | Batch 30/188 | Loss 38502.823337 | Rotate Loss 33042.873236 | Time 5.224026
Epoch 1 | Batch 40/188 | Loss 38657.951124 | Rotate Loss 32824.371380 | Time 5.297276
Epoch 1 | Batch 50/188 | Loss 38727.512561 | Rotate Loss 32873.288603 | Time 5.335749
Epoch 1 | Batch 60/188 | Loss 38613.485272 | Rotate Loss 33065.438525 | Time 5.349690
Epoch 1 | Batch 70/188 | Loss 38481.090229 | Rotate Loss 33105.846831 | Time 5.235710
Epoch 1 | Batch 80/188 | Loss 38508.584780 | Rotate Loss 33128.533758 | Time 5.280928
Epoch 1 | Batch 90/188 | Loss 38478.510903 | Rotate Loss 33168.793956 | Time 5.182021
Epoch 1 | Batch 100/188 | Loss 38450.830716 | Rotate Loss 33215.013691 | Time 5.259467
Epoch 1 | Batch 110/188 | Loss 38458.106524 | Rotate Loss 33180.223888 | Time 5.278980
Epoch 1 | Batch 120/188 | Loss 38450.695248 | Rotate Loss 33198.146501 | Time 5.233970
Epoch 1 | Batch 130/188 | Loss 38357.433057 | Rotate Loss 33149.217378 | Time 5.276356
Epoch 1 | Batch 140/188 | Loss 38327.427360 | Rotate Loss 33075.468972 | Time 5.309176
Epoch 1 | Batch 150/188 | Loss 38283.948882 | Rotate Loss 33027.166287 | Time 5.202823
Epoch 1 | Batch 160/188 | Loss 38323.847875 | Rotate Loss 32979.801291 | Time 5.172819
Epoch 1 | Batch 170/188 | Loss 38312.343522 | Rotate Loss 32876.658717 | Time 5.173654
Epoch 1 | Batch 180/188 | Loss 38297.338570 | Rotate Loss 32877.964952 | Time 5.166655
Epoch 1 : Accuracy 6.350000, Rotate Accuracy 35.091667, Time 1138.607175
Epoch 2 | Batch 0/188 | Loss 37521.281250 | Rotate Loss 31778.687500 | Time 5.101836
Epoch 2 | Batch 10/188 | Loss 37673.188565 | Rotate Loss 32618.115057 | Time 5.209830
Epoch 2 | Batch 20/188 | Loss 37664.259301 | Rotate Loss 32799.643601 | Time 5.307628
Epoch 2 | Batch 30/188 | Loss 37747.413180 | Rotate Loss 32511.579385 | Time 5.290128
