Namespace(aux_classes=4, batch_size=16, burnin=10, conv_bias=True, delta_t=1, epochs=400, fc_bias=True, init_gain_backbone=0.5, init_gain_fc=1, k1=7, k2=7, log_int=10, lr=1e-07, lr_div=100, n_train=25, none_act=0.05, oc1=8, oc2=24, reset=1, save_int=5, target_act=0.95, tau_mem_high=20, tau_mem_low=20, tau_ref_high=2.857142857142857, tau_ref_low=2.857142857142857, tau_syn_high=7.5, tau_syn_low=7.5, thr=0.5, train_samples=200)
2b29b60b-100c-40b2-aa9d-ec083fa3a2e9
Start Training Backbone
Epoch 1 | Batch 0/313 | Loss 33454.648438 | Rotate Loss 37546.101562 | Time 4.968740
Epoch 1 | Batch 10/313 | Loss 33343.577415 | Rotate Loss 37415.012784 | Time 6.885312
Epoch 1 | Batch 20/313 | Loss 33483.940941 | Rotate Loss 37517.757812 | Time 5.191868
Epoch 1 | Batch 30/313 | Loss 33590.412865 | Rotate Loss 37650.895413 | Time 5.117394
Epoch 1 | Batch 40/313 | Loss 33578.291111 | Rotate Loss 37378.071837 | Time 5.107588
Epoch 1 | Batch 50/313 | Loss 33551.943321 | Rotate Loss 37465.867494 | Time 5.132290
Epoch 1 | Batch 60/313 | Loss 33562.669282 | Rotate Loss 37439.512295 | Time 5.184906
Epoch 1 | Batch 70/313 | Loss 33524.511059 | Rotate Loss 37533.823173 | Time 5.151777
Epoch 1 | Batch 80/313 | Loss 33569.656732 | Rotate Loss 37558.083816 | Time 5.155905
Epoch 1 | Batch 90/313 | Loss 33526.799923 | Rotate Loss 37551.586968 | Time 5.139120
Epoch 1 | Batch 100/313 | Loss 33456.089670 | Rotate Loss 37523.606204 | Time 5.202457
Epoch 1 | Batch 110/313 | Loss 33424.704885 | Rotate Loss 37531.415611 | Time 5.132294
Epoch 1 | Batch 120/313 | Loss 33402.163562 | Rotate Loss 37538.386622 | Time 5.168873
Epoch 1 | Batch 130/313 | Loss 33364.331211 | Rotate Loss 37478.055344 | Time 5.191339
Epoch 1 | Batch 140/313 | Loss 33360.456782 | Rotate Loss 37501.234874 | Time 5.174720
Epoch 1 | Batch 150/313 | Loss 33357.404827 | Rotate Loss 37497.090697 | Time 5.121225
Epoch 1 | Batch 160/313 | Loss 33345.572642 | Rotate Loss 37517.538626 | Time 5.118887
Epoch 1 | Batch 170/313 | Loss 33303.119186 | Rotate Loss 37548.202531 | Time 5.157782
Epoch 1 | Batch 180/313 | Loss 33288.814906 | Rotate Loss 37528.891531 | Time 5.167360
Epoch 1 | Batch 190/313 | Loss 33274.523826 | Rotate Loss 37490.666230 | Time 5.112621
Epoch 1 | Batch 200/313 | Loss 33248.848764 | Rotate Loss 37535.193525 | Time 5.147142
Epoch 1 | Batch 210/313 | Loss 33255.042256 | Rotate Loss 37498.332309 | Time 5.150667
Epoch 1 | Batch 220/313 | Loss 33235.484985 | Rotate Loss 37481.062995 | Time 5.137466
Epoch 1 | Batch 230/313 | Loss 33211.324548 | Rotate Loss 37438.957555 | Time 5.197413
Epoch 1 | Batch 240/313 | Loss 33196.184801 | Rotate Loss 37416.573554 | Time 5.281124
Epoch 1 | Batch 250/313 | Loss 33195.345719 | Rotate Loss 37390.140065 | Time 5.156989
Epoch 1 | Batch 260/313 | Loss 33177.918635 | Rotate Loss 37401.927921 | Time 5.122121
Epoch 1 | Batch 270/313 | Loss 33164.751895 | Rotate Loss 37395.536987 | Time 5.199692
Epoch 1 | Batch 280/313 | Loss 33155.934671 | Rotate Loss 37404.235682 | Time 5.165645
Epoch 1 | Batch 290/313 | Loss 33130.654283 | Rotate Loss 37377.327373 | Time 5.192550
Epoch 1 | Batch 300/313 | Loss 33112.255061 | Rotate Loss 37353.883565 | Time 5.103393
Epoch 1 | Batch 310/313 | Loss 33108.739845 | Rotate Loss 37336.128768 | Time 5.122582
