Namespace(aux_classes=4, batch_size=16, burnin=10, conv_bias=True, delta_t=1, epochs=400, fc_bias=True, init_gain_backbone=0.5, init_gain_fc=1, k1=7, k2=7, log_int=10, lr=1e-07, lr_div=100, n_train=25, none_act=0.05, oc1=8, oc2=24, reset=1, save_int=5, target_act=0.95, tau_mem_high=20, tau_mem_low=20, tau_ref_high=2.857142857142857, tau_ref_low=2.857142857142857, tau_syn_high=7.5, tau_syn_low=7.5, thr=0.5, train_samples=200)
05721f53-d023-4f3d-8d91-79921b59b148
Start Training Backbone
Epoch 1 | Batch 0/313 | Loss 33568.007812 | Rotate Loss 37884.257812 | Time 4.971205
Epoch 1 | Batch 10/313 | Loss 33919.308239 | Rotate Loss 36990.798295 | Time 5.112707
Epoch 1 | Batch 20/313 | Loss 33792.316034 | Rotate Loss 37498.458333 | Time 5.173767
Epoch 1 | Batch 30/313 | Loss 33690.277029 | Rotate Loss 37370.732107 | Time 5.114447
Epoch 1 | Batch 40/313 | Loss 33574.340558 | Rotate Loss 37413.908346 | Time 5.109010
Epoch 1 | Batch 50/313 | Loss 33575.459942 | Rotate Loss 37528.035539 | Time 5.145513
Epoch 1 | Batch 60/313 | Loss 33507.413518 | Rotate Loss 37501.074539 | Time 5.254703
Epoch 1 | Batch 70/313 | Loss 33525.785761 | Rotate Loss 37556.211158 | Time 5.184915
Epoch 1 | Batch 80/313 | Loss 33458.387249 | Rotate Loss 37479.136188 | Time 5.178859
Epoch 1 | Batch 90/313 | Loss 33472.679559 | Rotate Loss 37729.406164 | Time 5.190485
Epoch 1 | Batch 100/313 | Loss 33463.323465 | Rotate Loss 37615.748298 | Time 5.151918
Epoch 1 | Batch 110/313 | Loss 33458.026464 | Rotate Loss 37574.824817 | Time 5.106841
Epoch 1 | Batch 120/313 | Loss 33445.882135 | Rotate Loss 37560.527247 | Time 5.110473
Epoch 1 | Batch 130/313 | Loss 33436.035604 | Rotate Loss 37599.656310 | Time 16.780220
Epoch 1 | Batch 140/313 | Loss 33439.991259 | Rotate Loss 37577.475177 | Time 5.147776
Epoch 1 | Batch 150/313 | Loss 33415.404284 | Rotate Loss 37600.913597 | Time 5.155586
Epoch 1 | Batch 160/313 | Loss 33363.483696 | Rotate Loss 37593.648874 | Time 5.174366
Epoch 1 | Batch 170/313 | Loss 33334.092893 | Rotate Loss 37596.139940 | Time 5.131605
Epoch 1 | Batch 180/313 | Loss 33316.257737 | Rotate Loss 37598.806069 | Time 5.125064
Epoch 1 | Batch 190/313 | Loss 33306.175577 | Rotate Loss 37578.508590 | Time 5.227650
Epoch 1 | Batch 200/313 | Loss 33301.411730 | Rotate Loss 37556.027480 | Time 5.163188
Epoch 1 | Batch 210/313 | Loss 33272.507887 | Rotate Loss 37564.258368 | Time 5.148318
Epoch 1 | Batch 220/313 | Loss 33256.553150 | Rotate Loss 37617.847497 | Time 5.124650
Epoch 1 | Batch 230/313 | Loss 33234.574963 | Rotate Loss 37603.239820 | Time 5.172266
Epoch 1 | Batch 240/313 | Loss 33231.974212 | Rotate Loss 37568.029953 | Time 5.180963
